"Sheet","Context","Crop_Category","Crop_Group","Crop","Nutrient","Nutrient_Normalized","Nutrient_Type","Item","Detail","Source_URL"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Phosphorus","Phosphorus","Macro","Deficiency symptoms","The deficiency of P causes complete cessation of elongation, at a height of about two feet resetting of leaves with older leaves becoming increasingly irregularly necrotic, leaf production is reduced, and marginal chlorosis and premature death are caused. P deficiency causes a blue or dark green coloration of leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_phos.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Phosphorus","Phosphorus","Macro","Correction measure / remedy","40-60 g SSP / plant. Entire quantity of phosphorus fertilizer should be applied at the time of last ploughing or applied at the time of filling the pits.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_phos.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Potassium","Potassium","Macro","Deficiency symptoms","Deficiency of potassium causes marked reduction in growth, interval profusely smaller, premature yellowing of plant. Purplish brown patches appear at the base of the petioles and in severe cases the centre of the corm may show area of brown, water soaked disintegrated cell structures. Fruits are badly shaped, poorly filled and unsuitable for marketing. Splits develop parallel to the secondary veins and the lamina folds downwards, while the midrib bends and fractures, leaving the distal half of the leaf hanging.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_pota.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl 2% at weekly interval till the symptom disappear.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Banana","Calcium","Calcium","Macro","Deficiency symptoms","Characterized narrow land of marginal chlorosis of leaves turning into necrotic fallow. Leaves become small, growth shunted. Youngest leaves with thickened secondary veins. Splitting and curling of leaps edges. Distal end of midrib interveinal and marginal chlorosis.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Banana","Calcium","Calcium","Macro","Correction measure / remedy","Application of gypsum @ 250Kg/ha.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_cal.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Magnesium","Magnesium","Macro","Deficiency symptoms","Magnesium deficiency symptoms show green banding around the margin and next to the midrib. Leaves turn yellowish with brown goods on the leaf margin. Plant height reduced marginal yellowing of leaf margin extends towards the midrib. Purplish mottling of leaf petiole and malformation of leaves. Fruits do not ripen well and become tasteless.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_magnes.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Magnesium","Magnesium","Macro","Correction measure / remedy","Spraying MgSO4 5% or application of dolomite lime stone 3t/ha effectively corrects the deficiency.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_magnes.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Sulphur","Sulphur","Macro","Deficiency symptoms","Deficiency causes chlorosis and delaying of green colour in newly emerging leaves, thinkening and leaf puckering, reduced plant growth and growth and reduced leaf size. The heart leaf becomes white and leaf blades become very soft and tear easily.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_sul.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Sulphur","Sulphur","Macro","Correction measure / remedy","Application of ammonium sulphate @ 100g/plant.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_sul.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Boron","Boron","Micro","Deficiency symptoms","Newly emerging leaves are malformed. Plants show shunted growth. Chlorotic streaks appear perpendicular to the veins. Incomplete leaf formation and inhibition of fruit and flower. Deficiency of boron may results in reduction in weight and size of the bunch and it will effects the proper filling of the bunch.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_bor.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Boron","Boron","Micro","Correction measure / remedy","Soil application of 20 g Borax per tree. Borax acid 0.2% foliar sprays on 4th and 5th month after planting.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_bor.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Copper","Copper","Micro","Deficiency symptoms","Plants show overall droopy appearance with shortened intervals between petiole. Size of leaves reduced.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_cop.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Copper","Copper","Micro","Correction measure / remedy","Application of 20 Kg CuSO4/ha a foliar spray of 2% CuSO4.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_cop.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Iron","Iron","Micro","Deficiency symptoms","Iron deficiency has been recorded in alkaline soils and is identified by interveinal chlorosis of young leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_ir.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Iron","Iron","Micro","Correction measure / remedy","Soil application of FeSO4 5/g/ha or foliar spray of 0.5% FeSO4 at weekly intervals.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_ir.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Manganese","Manganese","Micro","Deficiency symptoms","Marginal chlorosis of young leaves, which later turn brown. Fruits with raised spots which are dark brown on black in colour. Leaves give striated appearance from the edges.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_mangan.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Manganese","Manganese","Micro","Correction measure / remedy","Weekly foliar spray of 2% MnSO4.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_mangan.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Zinc","Zinc","Micro","Deficiency symptoms","Deficiency appears in the young plants. Interveinal chlorosis of leaves with chlorotic stripes. Leaves appear papery whole in colour. Finger twisted, short, thinner and light green colour.","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_zin.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Banana","Zinc","Zinc","Micro","Correction measure / remedy","Application of 50 g/plant ZnSO4 at time of planting is recommended or foliar application of ZnSO4 at 3 g/litre + urea (5g per litre) + 10 ml non ionic sticker in 20 litres of water. The above prepared solution is sprayed at 45 and 60 DAP.strong","https://agritech.tnau.ac.in/horticulture/plant_nutri/banana_zin.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Plants look lush blue-green or purplish in color. Mature leaves to be small, initially purplish tints and scorched areas, later become yellow with purple veins and died prematurely.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of single super phosphate","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Potassium","Potassium","Macro","Deficiency symptoms","Yellowish spots in the margins of new leaves which later spread over the surface and subsequently turned brown, starting with the older leaves. Leaves first become grey at the margin and later interveinally.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Potassium","Potassium","Macro","Correction measure / remedy","Soil application of KCl@300-500g/tree.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Calcium","Calcium","Macro","Deficiency symptoms","Upper leaf coloration initially was darker green, but, later turning yellow at the edges and died. Fruit showing blossom end rot were found to ripen less rapidly","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Calcium","Calcium","Macro","Correction measure / remedy","Application gypsum@ 50 kg/ha","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Magnesium","Magnesium","Macro","Deficiency symptoms","Chlorosis of leaves. Interveinal areas became yellow or greenish yellow while leaf margins remained green.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Magnesium","Magnesium","Macro","Correction measure / remedy","Soil application of dolomite","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Sulphur","Sulphur","Macro","Deficiency symptoms","Symptoms are somewhat similar to nitrogen deficiency. Younger leaves are affected. Older leaves developd necrosis at tips and margins with development of small purple spots between the veins.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Sulphur","Sulphur","Macro","Correction measure / remedy","Soil application of gypsum@2-5kg/tree/year","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Boron","Boron","Micro","Deficiency symptoms","A","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Boron","Boron","Micro","Correction measure / remedy","F","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Iron","Iron","Micro","Deficiency symptoms","Symptoms are first seen in the youngest leaves. Initially the smallest veins remani green, which produces areticulate pattern of green veins on yellow leaves. The leaves turn completely chlorotic but there is no associated necrosis.","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Iron","Iron","Micro","Correction measure / remedy","Soil application of FeSO4@0.5 kg /tree","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Manganese","Manganese","Micro","Deficiency symptoms","Reduction in leaf size and development of interveinal orange-yellow mottling over the tip. Mottling spreads over the whole leaflet turn yellow while the veins remani green. Numerous small, dark brown, necrotic spots with chlorosis in leaflets of very young leaves","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of foliar spray of MnSO4@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Zinc","Zinc","Micro","Deficiency symptoms","Interveinal chlorosis; shortened internodes; epinastic curvature of leaves","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Custard Apple","Zinc","Zinc","Micro","Correction measure / remedy","Soil application of ZnSO4@ 20kg/tree/year or foliar spray of ZnSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/custard_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Pigmentation seen in old leaves; leaf growth rate will be affected","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of super phosphate or foliar spray of DAP@1-2%","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Potassium","Potassium","Macro","Deficiency symptoms","A dull, dark green color will appear on the leaves. In mid-to late summer, leaves may have a bronze color, especially on the west-facing side of the trellis. Some leaves may have dark spots or blotches. This symptom often has been characterized as black leaf of grapes Marginal chlorosis, browning, and drying may occur as the deficiency becomes more severe. Other possible symptoms include brown dead spots or areas throughout the leaf. In sever cases, more than half of the leaves on a vine may show these symptoms. Severe potassium deficiency greatly reduces vine vigor, berry size, and crop yield. Symptoms of potassium deficiency generally develop in mid-shoot leaves followed by older basal leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Potassium","Potassium","Macro","Correction measure / remedy","Foliar sprays of K2SO4or KNO3 can be effective to temporarily reduce a severe K deficiency. Soil application in general 40-160 kg per acre have been adequate. Foliar spray KNO3 1% is recommended.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Potassium","Potassium","Macro","Deficiency symptoms","A dull, dark green color will appear on the leaves. In mid-to late summer, leaves may have a bronze color, especially on the west-facing side of the trellis. Some leaves may have dark spots or blotches. This symptom often has been characterized as black leaf of grapes Marginal chlorosis, browning, and drying may occur as the deficiency becomes more severe. Other possible symptoms include brown dead spots or areas throughout the leaf. In sever cases, more than half of the leaves on a vine may show these symptoms. Severe potassium deficiency greatly reduces vine vigor, berry size, and crop yield. Symptoms of potassium deficiency generally develop in mid-shoot leaves followed by older basal leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_potassium01.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Potassium","Potassium","Macro","Correction measure / remedy","Foliar sprays of K2SO4or KNO3 can be effective to temporarily reduce a severe K deficiency. Soil application in general 40-160 kg per acre have been adequate. Foliar spray KNO3 1% is recommended.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_potassium01.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Calcium","Calcium","Macro","Deficiency symptoms","Growth of the plant is reduced. symptoms are first seen at the growing points of the plant, which may become necrotic and die. Marginal leaf chlorosis followed by necrosis will be evident on the youngest leaves. Flower buds will fail to develop. The youngest leaves will remain small and deformed and will tend to curl upward at the margins.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Calcium","Calcium","Macro","Correction measure / remedy","Foliar spray of CaSO4 1% or soil application of gypsum @ 50 kg/ha.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Magnesium","Magnesium","Macro","Deficiency symptoms","Symptoms of Mg deficiency develop on the older leaves first. Chlorosis (yellowing) appears between the veins of the leaves while the veins remain green. As a vine becomes more severely affected, interveinal chlorosis intensifies in older leaves and spreads to younger leaves toward the terminals of canes. The younger terminal leaves may not exhibit symptoms until the entire vine is extremely deficient. Early symptoms: green leaf margins with yellow between the veins. Deficiency of magnesium appears first on basal leaves of shoots as a yellowing between veins. Symptoms progress to dead blotches on the leaves, which may be a rusty-red. Advanced stage yellow between veins interspersed with brown or often rust-colored areas. First chlorosis of basal leaf margins, than between and secondary veins, leaf margin burn may develop, interveinal areas become white yellow or red depending on variety.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Magnesium","Magnesium","Macro","Correction measure / remedy","Mix magnesium sulfate at the rate of 6 kg per 200 litres of water. Two applications usually are adequate. Apply the first shortly after bloom and the second two weeks later. Each spray application requires about 400 to 500 litres of the mixture per acre to adequately cover the vines.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Sulphur","Sulphur","Macro","Deficiency symptoms","Whole orchard or spot-wise stunted growth of pale-green plants.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Sulphur","Sulphur","Macro","Correction measure / remedy","Foliar spray of MgSO4@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Boron","Boron","Micro","Deficiency symptoms","Poor fruit set clusters will tend to be small, and berries will not fully develop on the rachis. Terminal buds may not break in the spring, and ends of shoots sometimes are distorted. Borax or borate, B carriers, can be sprayed on in the spring when needed. Pre-bloom sprays seem to be an effective way to get B into flower parts. Use foliar applications at an annual rate of one pound of actual boron per acre.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of Borax 0.2% at soil application of Borax 25-50 g/plat.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Iron","Iron","Micro","Deficiency symptoms","Leaf veins remain green interveinal portion turns yellow young leaves small but not deformed.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Iron","Iron","Micro","Correction measure / remedy","FFoliar spray of 0.5% FeSO4","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Manganese","Manganese","Micro","Deficiency symptoms","Symptoms first appear as interveinal chlorosis, or yellowing of the younger terminal leaves.Applying fertilizer-grade manganese sulfate at 20 to 40 gm per vine, or 100 to 200 kg per acre, depending on vine size and severity of the deficiency.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Manganese","Manganese","Micro","Correction measure / remedy","Foliar application of Mn can be sprayed for immediate effect mix manganese sulfate at the rate of 160 gram plus 80 gram of hydrate lime per 200 litres of water. Two application usually will provide season-long control of manganese symptoms. First appln.just after bloom or when symptoms first appear and second two weeks later.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Zinc","Zinc","Micro","Deficiency symptoms","Poor fruit set and stunted shots with small, misshapen leaves foliar application of zinc is the most effective method for treating Zn deficiency.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Grapes","Zinc","Zinc","Micro","Correction measure / remedy","Neutral zinc products containing 50-52% Zn, or zinc oxide (75-805 Zn) are both effective as foliar sprays. Zinc spray applications are most effective in improving fruit set when applied during the period of two weeks prior to bloom up to full bloom. If foliar deficiency symptoms persist or reappear, a second application may be necessary.","https://agritech.tnau.ac.in/horticulture/plant_nutri/grapes_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Stunted growth. Pale green to light yellow color (chlorosis) appearing first on older leaves, usually starting at the tips. Depending on the severity of deficiency, the chlorosis could result in the death and / or dropping of the older leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar spray of Urea 1-2 % at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Slow, weak and stunted growth with dark to blue-green coloration to appear on older leaves of some plants. Under severe deficiency, purpling in leaves and stems may appear. Delayed maturity and poor seed and fruit development.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Foliar spray of DAP 2% at fortnightly interval.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Potassium","Potassium","Macro","Deficiency symptoms","Chlorosis along the edges of leaves (leaf margin scorching) occurs first in older leaves. Plants lacking K will have slow and stunted growth. Stems are weak. The size of seeds and fruits and the quantity of their production is reduced","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of K2SO4 2% at fortnightly interval.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Calcium","Calcium","Macro","Deficiency symptoms","Symptoms first appear on the younger leaves and leaf tips. The growing tips of roots and leaves turn brown and die. Newly emerging leaves may stick together at the margins, which causes tearing as the leaves expand and unfurl. Younger leaves may be cupped and crinkled, with the terminal bud deteriorating.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Calcium","Calcium","Macro","Correction measure / remedy","Soil application of gypsum @ 20 kg /ha.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Magnesium","Magnesium","Macro","Deficiency symptoms","The deficiency symptom of interveinal chlorosis first appears in older leaves. Leaf tissue between the veins may be yellowish, bronze or reddish, while the leaf veins remain green. In severe cases, symptoms may appear on younger leaves and cause premature leaf drop. Symptoms occur most frequently in acid soils and soils receiving high amounts of K fertilizer or Ca.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Magnesium","Magnesium","Macro","Correction measure / remedy","Foliar spray of MgSO4 2% at fortnightly interval.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Sulphur","Sulphur","Macro","Deficiency symptoms","Younger leaves are chlorotic with evenly, lightly colored veins. Growth rate is retarded and maturity is delayed. Plant stems are stiff, thin and woody. Symptoms may be similar to N deficiency and are most often found in sandy soils that are low in organic matter and receive moderate to heavy rainfall.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_sul.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Sulphur","Sulphur","Macro","Correction measure / remedy","Soil application of gypsum @ 20 kg /ha.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_sul.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Boron","Boron","Micro","Deficiency symptoms","Stunted growth, first showing symptoms on the growing point and younger leaves. The leaves tend to be thickened and may curl and become brittle.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_bor.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of Borax 0.5% at fortnightly interval.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_bor.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Iron","Iron","Micro","Deficiency symptoms","Interveinal chlorosis in younger leaves. The youngest leaves become pale yellow.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_ir.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Iron","Iron","Micro","Correction measure / remedy","Soil application of FeSO4 @ 10 kg/ha.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_ir.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Manganese","Manganese","Micro","Deficiency symptoms","Symptoms first appear as chlorosis in young tissues. Unlike Fe chlorosis symptoms, Mn chlorosis shows up as tiny yellow spots.","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_mangan.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Guava","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of MnSO4 1% at fortnightly interval.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/guava_mangan.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Magnesium","Magnesium","Macro","Deficiency symptoms","Yellowing of older leaves between lateral veins on either side of midrib. Chlorosis spreads from margin towards midrib.","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Magnesium","Magnesium","Macro","Correction measure / remedy","Foliar spray of Mangenisum Sulphate 30 to 50 gram per litre of water. Soil application of 1.5 kg of dolomite tree/year","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Boron","Boron","Micro","Deficiency symptoms","Fruits show splitting or cracking with characteristic reddish purple colour. Leaves show chlorosis and brittleness. Terminal shoot poorly developed.","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of Mangenisum Sulphate 30 to 50 gram per litre of water. Soil application of 1.5 kg of dolomite tree/year","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Iron","Iron","Micro","Deficiency symptoms","Young leaves show interveinal chlorosis. Veins remain green. In severe cases entire leaf becomes yellow. The midrib remain green with stunted growth.","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Iron","Iron","Micro","Correction measure / remedy","Foliar spray of Mangenisum Sulphate 30 to 50 gram per litre of water. Soil application of 1.5 kg of dolomite tree/year","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Manganese","Manganese","Micro","Deficiency symptoms","Leaves become yellow in color; veins remain green in color","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Jackfruit","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of Mangenisum Sulphate 30 to 50 gram per litre of water. Soil application of 1.5 kg of dolomite tree/year","https://agritech.tnau.ac.in/horticulture/plant_nutri/jackfruit_manganese.html"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Mango","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Yellow undersized leaves, severe retardation of growth, twigs become yellow in color. Fruits smaller and mature early. Leaves small with general yellowing","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_nitro.html"
